IPA_Activity,IPA_BP_annotation,wgEncodeBroadHmmHuvecHMM.count,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Lung_GTExTPM,Liver_GTExTPM,Kidney - Medulla_GTExTPM,Heart - Atrial Appendage_GTExTPM,Nerve - Tibial_GTExTPM,Esophagus - Muscularis_GTExTPM,Esophagus - Mucosa_GTExTPM,Kidney - Cortex_GTExTPM,Ovary_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Vagina_GTExTPM,Whole Blood_GTExTPM,Pancreas_GTExTPM,Colon - Transverse_GTExTPM,Fallopian Tube_GTExTPM,Cervix - Endocervix_GTExTPM,Adipose - Subcutaneous_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Adrenal Gland_GTExTPM,Artery - Tibial_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,Artery - Aorta_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,Brain - Cortex_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cervix - Ectocervix_GTExTPM,ExomiserScore,Testis_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,Colon_Transverse_GTExFC,Pituitary_GTExFC,GDI_Score,Nerve_Tibial_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Prostate_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,Brain_Cortex_GTExFC,Uterus_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Stomach_GTExFC,SDI,Breast_Mammary_Tissue_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Cerebellum_GTExFC,Colon_Sigmoid_GTExFC,Artery_Coronary_GTExFC,Ovary_GTExFC,Minor_Salivary_Gland_GTExFC,Lung_GTExFC,Brain_Substantia_nigra_GTExFC,HIPred,Adrenal_Gland_GTExFC,pLI_ExAC,Kidney_Cortex_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Vagina_GTExFC,Adipose_Subcutaneous_GTExFC,Thyroid_GTExFC,Adipose_Visceral_Omentum_GTExFC,Artery_Aorta_GTExFC,Spleen_GTExFC,Brain_Amygdala_GTExFC,Esophagus_Gastroesophageal_Junction_GTExFC,Artery_Tibial_GTExFC,Esophagus_Muscularis_GTExFC,Heart_Atrial_Appendage_GTExFC,logpval_gwascatalog,Esophagus_Mucosa_GTExFC,Liver_GTExFC,Pancreas_GTExFC,Heart_Left_Ventricle_GTExFC,Cells_Cultured_fibroblasts_GTExFC,Gene,BPlabel
1,1,58,-0.4131,16.1667,4.15827,6.55882,8.69046,4.51777,7.48648,7.774369999999999,13.0768,1.44118,1.05469,7.75639,2.38603,2.3750299999999998,5.13089,1.9240099999999998,1.78365,2.04671,0.506314,8.48129,21.8175,5.209969999999999,0.016107299999999998,1.27613,3.21715,18.294,11.6318,16.971,12.8344,2.63463,12.8141,1.91818,2.25337,2.2652400000000004,0.382471,0.418858,5.99089,2.18052,1.6921700000000002,1.18345,1.0159,1.40359,1.90986,16.5493,0.0393093,11.3598,0.884429274,-0.242594,1.762772,-0.619337,0.568715,117.11773000000001,0.163588,-0.469268,-0.478721,-0.31759499999999996,-0.9729959999999999,0.50041,0.250539,0.749893,0.364388,0.556739,-0.370917,4.77784717,0.9379209999999999,0.314485,-0.48191300000000004,-1.6628919999999998,-0.707662,-1.363194,0.667657,0.429516,0.334298,1.055216,-0.21693800000000002,-3.589953,0.670620084,-0.898063,0.000700542902364641,-5.596209,0.36031199999999997,1.240184,0.452557,-0.612165,-0.307203,-0.274756,-0.714465,0.431753,-0.388801,0.21501900000000002,-0.184034,0.10084800000000001,7.0,0.19936099999999998,0.452316,-0.30675399999999997,-0.12095399999999999,0.697642,ABCC9,most likely
0,0,101,-0.2458,0.0,0.0,0.0,0.0,0.06751439999999999,0.0,0.0,0.0,0.0,0.0,0.0881035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725081,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC020983.5,least likely
0,0,170,0.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.29137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.221848749616,,,,,,AC093677.1,least likely
0,0,27,-0.2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC097374.4,least likely
0,0,50,-0.6337,0.0,0.305116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947901,0.44931899999999997,0.0,4.488180000000001,0.0,0.0,0.0,0.0,0.0,0.106778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.23079899999999998,,1.5331299999999999,,,,,,,,,,,,,,,,,,,,,,,,-6.6438559999999995,,,,,,,,,,,,,1.7575439999999998,,,,,,,,,,,,AC103563.2,least likely
0,0,7,-0.3032,3.35894,16.0221,14.7093,41.5886,14.827,7.296530000000001,33.0194,24.7069,6.973510000000001,16.2436,32.1197,11.1244,23.8061,29.9237,27.0472,20.5467,12.5673,7.19681,36.2435,33.4278,19.5113,4.45746,9.94938,18.1239,34.6796,37.3249,15.5006,11.6054,17.6493,25.8578,9.653030000000001,11.9771,12.402000000000001,28.141,29.1942,31.5876,13.1628,8.221060000000001,10.4895,8.03246,7.8474,14.1546,7.39814,12.062000000000001,26.3404,0.0,0.19506700000000002,0.13759100000000002,0.16434200000000002,0.15590299999999999,139.59497,0.164554,0.13534200000000002,0.215964,-0.343331,-0.187296,0.111951,0.169534,-0.7602939999999999,0.153864,0.14047300000000001,-0.199881,,0.189852,0.142542,0.29971,0.196448,0.25496599999999997,0.264815,0.08809199999999999,0.329856,-0.245238,-0.23575100000000002,0.158275,-0.35559,0.123297259,0.127277,1.8264306495169397e-05,-0.471042,0.143683,0.206827,0.108274,0.227652,0.129747,0.12443599999999999,0.15601700000000002,0.046359,0.1444,0.114946,0.096696,-0.182347,26.096910013008102,0.182662,-0.20156400000000002,0.13,0.151086,-0.194971,ACBD4,most likely
0,1,36,0.39899999999999997,1.42466,8.69263,38.9633,0.520167,2.02982,2.9232299999999998,5.10211,4.93844,3.44775,3.8524,2.7467799999999998,3.26526,12.4842,9.541260000000001,64.7819,2.9618,3.68586,112.34100000000001,22.3236,5.264530000000001,4.84882,0.311329,1.7771599999999999,10.0688,3.49419,8.66642,16.055,8.79466,3.1546,1.95095,1.00705,2.02523,8.16067,1.7152599999999998,2.0224900000000003,2.80692,2.72993,1.1027200000000001,1.83437,0.8011550000000001,0.598217,3.3450699999999998,6.40418,0.157691,12.3299,0.9306270059999999,0.354105,-0.38331,0.8744870000000001,0.926743,1006.9095,-0.31696599999999997,0.050503,1.0388540000000002,-0.346445,-2.775792,-0.5975659999999999,-0.202015,4.581918,-0.327757,-0.385567,0.385561,7.94256213,0.944708,2.700781,0.9268709999999999,1.161607,-0.532507,-0.5097520000000001,-0.515339,-2.652866,0.285139,-4.321279,0.722897,1.568196,0.158249199,-0.713167,4.6328287445364795e-18,1.735656,-0.879318,0.8571219999999999,-0.32926500000000003,0.46227399999999996,-0.33261399999999997,-0.326273,0.719534,1.613899,-0.844606,-3.331605,-1.407942,-2.3073330000000003,13.1549019599857,0.89312,0.402958,-0.6966289999999999,-6.6438559999999995,-0.60998,ACE,most likely
0,0,58,0.505,0.531014,2.77802,2.54157,0.983033,0.829593,0.688792,5.0086900000000005,1.11174,1.2842,0.557365,3.5777099999999997,2.39195,1.67737,2.61305,1.44945,1.59581,1.10039,2.3801799999999997,2.75687,2.73991,2.95724,0.26066300000000003,0.8473299999999999,1.24721,1.8490799999999998,4.07111,2.0211900000000003,1.09077,0.7779149999999999,1.40802,0.169381,0.226442,0.269187,0.390264,0.589299,1.4202700000000001,0.278562,0.2023,0.25666100000000003,0.571693,0.25819899999999996,0.44483999999999996,1.26318,0.810828,3.59844,0.0,-0.35068299999999997,0.394744,-0.437277,-0.21886999999999998,,0.629067,-0.716863,-1.849698,2.189079,-0.25014899999999995,-6.6438559999999995,-0.464271,-1.2009,-1.4208040000000002,0.282879,-0.40416799999999997,,0.9232610000000001,-1.002535,-6.6438559999999995,-0.7308640000000001,-0.828298,-0.544115,-0.8158270000000001,0.824622,0.742987,-0.47711400000000004,-0.208711,1.797581,,-0.6889569999999999,,-0.681563,0.9189370000000001,1.032267,0.45391899999999996,-0.135524,0.588321,-0.609815,0.777818,-1.6704130000000001,-0.6552279999999999,-0.250975,0.21214499999999997,-1.240788,,-0.228519,-0.473105,0.46359300000000003,1.290758,0.56893,ACTG1P3,least likely
0,1,2,0.2084,5.03811,2.6754599999999997,1.05922,4.6432,5.71468,1.82702,10.0526,7.61383,0.8917649999999999,3.5446400000000002,2.65881,2.15888,0.807384,2.67347,3.8833300000000004,13.1199,2.42659,3.1208299999999998,2.94785,6.14392,2.50069,0.05327330000000001,0.527113,2.88098,5.08615,3.3402199999999995,10.0737,7.3068800000000005,2.6396,5.07909,0.778696,0.341963,2.05341,0.287553,0.43787299999999996,5.78587,0.413968,0.759966,0.498942,1.82207,0.521884,0.528475,0.0129655,0.20925300000000002,3.3449800000000005,0.514240382,2.6821740000000003,0.403192,0.5601619999999999,1.684791,62.69651999999999,0.680528,1.762535,0.768296,-6.6438559999999995,-6.6438559999999995,-0.6337229999999999,-0.937578,0.695527,1.404356,0.375199,0.642837,2.80622297,0.621135,0.8697090000000001,0.626748,-4.162617,-2.0800919999999996,-1.804823,0.432906,-5.868582,0.471321,2.7513549999999998,-0.583585,-3.132977,0.238498077,-0.508074,0.000244368543397983,1.571998,-0.392839,-0.8451639999999999,0.70799,0.978231,0.627236,-2.644711,1.004368,-1.411526,0.579257,-0.499896,0.47776199999999996,-0.600593,,1.201099,1.073882,-0.48112299999999997,0.43646599999999997,,ADRA2B,most likely
0,1,280,-0.4145,0.12138099999999999,0.358247,24.2928,0.182195,1.20876,14.5952,0.215442,4.74399,0.704522,0.914839,0.137768,0.637834,0.31352199999999997,5.633430000000001,2.9719599999999997,2.4516,0.9008450000000001,1.23019,1.10683,0.150501,0.28367800000000004,0.09389489999999999,0.532266,1.97173,0.22541599999999998,0.142206,2.07904,5.24908,0.13308699999999998,0.102387,3.85523,6.8799,6.93907,0.9369629999999999,1.50691,0.168653,11.323,2.95284,2.21775,0.829399,2.71917,12.0295,0.014750799999999998,0.6053,0.13325499999999998,0.5706635320000001,0.693304,0.778546,-0.437346,-3.1613119999999997,95.03749,-2.701629,-0.647004,-0.344381,0.23556799999999997,-5.16079,1.260947,-0.20940999999999999,-6.6438559999999995,1.5065879999999998,-1.8162169999999997,1.107148,2.91936788,-1.201365,-0.783462,-6.6438559999999995,2.422936,0.359533,-1.184796,-0.647977,-0.605254,-6.6438559999999995,0.766178,0.892756,-0.366002,,0.708237,,1.426404,1.908354,4.192702,0.65056,1.0319200000000002,-1.7972740000000003,0.454216,0.981224,2.368384,-1.313032,0.703637,0.322612,-0.382947,23.2218487496164,-0.288578,-6.6438559999999995,-0.735346,0.225935,,ADRB1,most likely
